SECRETARÍA,CÓDIGO MUNICIPIO, MUNICIPIO,CÓDIGO, NOMBRE,  DIRECCIÓN,LAT,LONG, TELÉFONO, NOMBRE RECTOR, TIPO ESTABLECIMIENTO, SECTOR, GENERO, ZONA, NIVELES, JORNADAS, CARACTER, ESPECIALIDAD, LICENCIA, GRADOS, MODELOS EDUCATIVOS,  CAPACIDADES EXCEPCIONALES, DISCAPACIDADES, IDIOMAS, NÚMERO DE SEDES, ESTADO, PRESTADOR DE SERVICIO, PROPIEDAD DE LA PLANTA FISÍCA, RESGUARDO, MATRICULA CONTRATADA, CALENDARIO, INTERNADO, ESTRATO SOCIO-ECONOMICO, CORREO ELECTRÓNICO
SOGAMOSO,15759,SOGAMOSO,315759002343,LICEO GABRIELA MISTRAL,CALLE 6 NO 18 - 80,5.714955514,-72.93780224,7710350,MARLENY MESA PINEDA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,SIN REVISAR,"-2,-1,0,1",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceogabrielamistral@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759001525,COLEGIO  SANTO  DOMINGO,CALLE  11  N°  27-28,5.72284793,-72.94035325,7713O88,CHAPARRO C. ZULY  ALEIDA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759002238,COLEGIO DE EDUCACION BASICA JEAN PIAGET,CALLE 7 NO17-44,5.712184491,-72.92689713,7710004,GARCIA MIRANDA CLAUDIA YANNETH,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,"DISCAPACIDAD INTELECTUAL,SORDERA PROFUNDA,SÍNDROME DE DOWN,HIPOACUSIA O BAJA AUDICIÓN",,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001924,JARDIN INFANTIL LA CASITA DEL SABER,CALLE 16A NO 9A - 17,5.719929912,-72.92407711,7702703,LARA GUSTAVO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,casita_delsaber@yahoo.es
SOGAMOSO,15759,SOGAMOSO,315759001541,COLEGIO CRUZADA SOCIAL,KRA 11 NO-23-59,5.725901836,-72.92243537,7703544,ANGARITA MONROY PAULA JIMENA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,0
SOGAMOSO,15759,SOGAMOSO,315759002106,LICEO DE APRESTAMIENTO ESCOLAR INFANTIL AEI,CARRERA 11 42-51,5.742415872,-72.91472752,7701180,CASTILLO ALVAREZ FLOR NAYIBE,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,SIN REVISAR,"-2,-1,0,1,2",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,0
SOGAMOSO,15759,SOGAMOSO,315759002599,JARDIN INFANTIL BILINGUE  CRESER,CALLE 2A SUR  # 11-64,5.697959233,-72.92517681,7710326,VICTOR JULIO MARINO PINEDA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,ACADÉMICO,NO APLICA,SIN REVISAR,,,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759002556,INSTITUCION EDUCATIVA ANTONIO NARIÑO,CL 16 11 A 62,5.719343915,-72.93165071,7702767,EDISON CARDENAS,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA","NOCTURNA,TARDE,FIN DE SEMANA",ACADÉMICO,"NO APLICA,ACADÉMICA",SIN REVISAR,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,ifescolempresarial@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759000120,COLEGIO COOPERATIVO GABRIEL CAMARO PEREZ,CL 35 10 A 140,5.736974981,-72.91763289,7728497,JAVIER MAURICIO LAVERDE GUERRERO,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",MAÑANA,ACADÉMICO,ACADÉMICA,SIN REVISAR,"0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759002068,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,KR 21 9 71,5.723353205,-72.92149567,7720872,LINA BIBIANA GONZALEZ,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA,FIN DE SEMANA",NO APLICA,,CONDICIONAL,"-2,-1,0,1,2,3,4,5,10,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colpsicosog@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759000002,COLEGIO PEDAGOGICO DE COLOMBIA,CALLE 28 10 A -36,5.730488001,-72.91997618,722788,GLADYS CARRILLO MORA,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA",FIN DE SEMANA,ACADÉMICO,"NO APLICA,ACADÉMICA",SIN REVISAR,"6,7,8,9,10,11,23,24,25,26","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL",,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001509,JARDÍN INFANTIL PEDAGÓGICO,KR 11 20 33,5.7238365,-72.92410187,7704186 -3134979650,FLORANGELA MOLANO GUTIÉRREZ,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,SIN REVISAR,"-2,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jip_sogamoso@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002661,LICEO SANTO ÁNGEL,KR 8 20 A 56,5.721966093,-72.92095634,3203052651,SONIA MILENA BARRERO ORTEGON,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA",COMPLETA,,,CONDICIONAL,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 4,liceosantoangel@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002506,COLEGIO IFESCOL BOYACÁ,CL 11 10 25,5.71504311,-72.92748608,,CÁRDENAS AGUIRRE FREDDY HENRY,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA","TARDE,FIN DE SEMANA",NO APLICA,,SIN REVISAR,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,ifescol@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759000073,COLEGIO NUESTRA SEÑORA DEL ROSARIO,KR 9 17 42,5.71946,-72.9228157,7702911,SOR MARIA FLOR SILVA GIL,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",COMPLETA,ACADÉMICO,"NO APLICA,ACADÉMICA",SIN REVISAR,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colrosariosogamoso@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759000118,COLEGIO SAN JOSE,CARRERA 16 A  N° 13-28,5.7204461,-72.93062463,7706811,GLORIA INES LEGUIZAMON VEGA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,RURAL,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,SIN REVISAR,"-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiosanjosesyg1971@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002581,INSTITUCION EDUCATIVA UNAD,CALLE 5 # 1-08,5.705065051,-72.92167107,7706645,ELENA DURAN,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,CIERRE TEMPORAL,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,sogamoso@unad.edu.co
SOGAMOSO,15759,SOGAMOSO,315759002645,INSTITUCION EDUCATIVA NUEVA GRANADA,CL 15 15 70,5.723033331,-72.93440694,7713210,LUZ AIDAN PATIÑO BARRERA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA,FIN DE SEMANA",ACADÉMICO,"NO APLICA,ACADÉMICA",CONDICIONAL,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,mal19@latinmail.com
SOGAMOSO,15759,SOGAMOSO,315759800029,JUAN PABLO II,CL 21 11 39,5.725011018,-72.92408002,7701094 - 3112928800,CAMILO FONSECA CORREDOR,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA","MAÑANA,NOCTURNA,TARDE,FIN DE SEMANA",,,DEFINITIVA,"23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,codemmbca1@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759800037,LICEO PASOS AL FUTURO S.A.S,KR 20 2 D 68 <EOF>,5.713313924,-72.94068697,,SONIA ROCIO AMEZQUITA FERNANDEZ,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,ÚNICA,,,DEFINITIVA,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001860,JARDIN INFANTIL PEQUEÑOS SABIOS,CALLE 6A NO. 26 - 36,5.713899012,-72.93430771,7704094,OLGA BARRERA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759000111,COLEGIO COOPERATIVO REYES PATRIA,CL 26 9 A 67,5.727687999,-72.92028691,7719598 - 7702453,OSCAR HERNÁN PORRAS OLARTE,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,ÚNICA",TÉCNICO/ACADEMICO,"OTRO,ACADÉMICA",CONDICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,reyespatriaedu@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759000004,COLEGIO GIMNASIO SAN ANGELO,CALLE 4  Nº 10-38,5.707841484,-72.93190853,7723241,DIANA MARCELA CRISTANCHO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001665,JARDIN INFANTIL PICARDIAS,KR 26 13 20,5.724308081,-72.93804211,7704190-7717914,ROJAS RIVERA MARIA EUGENIA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,CONDICIONAL,"-2,-1,0,1,2",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001657,ACISUG,CRA 7 NO. 8 - 79,5.71028409,-72.92617671,7723564,VARGAS H. ANA OFELIA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,"DISCAPACIDAD INTELECTUAL,LESIÓN NEUROMUSCULAR,PARALISIS CEREBRAL,SÍNDROME DE DOWN,TRASTORNO DEL ESPECTRO AUTISTA",,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001851,COLEGIO SAN FRANCISCO DE ASIS,CARRERA 17 Nº 22-49,5.727239975,-72.92707888,7701382,LUIS DE JESUS PEREZ TEJEDOR,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,,,ACADÉMICO,ACADÉMICA,SIN REVISAR,,,,,,1,CIERRE TEMPORAL,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,MANEROSI1@HOTMAIL
SOGAMOSO,15759,SOGAMOSO,315759000090,COLEGIO MILITAR INOCENCIO CHINCA,KR 17 22 49,5.727239975,-72.92707888,7720839,MY (R) RAMIRO TORO CHAPARRO,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",MAÑANA,TÉCNICO/ACADEMICO,"OTRO,NO APLICA,ACADÉMICA",SIN REVISAR,"1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiomichincasog@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759001495,CENTRO DE DESARROLLO HUMANO  CEDHU,CL 28 8 50,5.727487272,-72.91756557,7717333,LINEY ROA SANABRIA,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,COMPLETA",ACADÉMICO,ACADÉMICA,CONDICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiocedhu@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759002319,JARDIN  DE BARNEY,KR 14 A 7 B 44,5.714374089,-72.93328385,7712533,ACEVEDO ESCOBAR ALBA LUCIA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,"MAÑANA,COMPLETA",NO APLICA,,CONDICIONAL,-3,EDUCACIÓN TRADICIONAL,,,INGLÉS,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,alae47@hotmail.com
SOGAMOSO,15759,SOGAMOSO,415759002305,LICEO CAMPESTRE EL MUNDO QUE SOÑE S.A.S,CALLE 27 SUR # 11-128,5.716516685,-72.9311379,7714366 - 3112875772,JOSE RAFAEL NIÑO MARIÑO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,RURAL,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,CONDICIONAL,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,jrafaelnm@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002009,JARDIN INFANTIL RAYITO DE SOL,KM 3 VIA  IZA,5.716774858,-72.91667616,7700099-7701657,MARIA ADELA GONZALEZ,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,RURAL,PREESCOLAR,MAÑANA,NO APLICA,,CONDICIONAL,-1,EDUCACIÓN TRADICIONAL,,,FRANCES,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759002114,CARITAS FELICES HIGH SCHOOL,CL 1 A SUR 18 72,5.70852068,-72.94231463,3112603831,PEDRO PABLO CHAPARRO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA",MAÑANA,NO APLICA,,SIN REVISAR,"-2,-1,0,1",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,col.caritasfelices@gmail.com
SOGAMOSO,15759,SOGAMOSO,315759002084,EL TALLER DE WINNIE POO,KR 9 A 26 51,5.727116277,-72.91983898,3163525832,SANDOVAL REYES CLARA INES,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,COMPLETA,NO APLICA,,CONDICIONAL,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,claraisando@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759001312,COLEGIO LA RANA RENE,CL 16 9 A 42,5.718583976,-72.9238786,7701663,MARIA AMPARO SALAZAR MEJIA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colrana30@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002548,INSTITUTO POLITECNICO JOSE CELESTINO MUTIS,CALLE 13 Nº 10-86 SEGUNDO PISO,5.716401302,-72.92742941,7703809-7706881,RAFAEL DARIO LEAL MEDINA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA,FIN DE SEMANA",ACADÉMICO,"NO APLICA,ACADÉMICA",SIN REVISAR,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,rafaeldariolealmedina@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002157,LICEO COLOMBO ANDINO,CL 15 15 105,5.720742171,-72.92927719,7702087,SANABRIA  PATIÑO ANA VICTORIA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,liceocolomboandino@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002165,COLEGIO CELESTIN FREINET,KR 14 15 A 41,5.719746773,-72.92994858,7716604,LOPEZ PARRA LUZ MARINA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,celestinfreinet_2010@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759002017,LICEO EL CASTILLO DEL SABER,CRRA 11 A N 41-36,5.740493168,-72.9149245,7706268,GRACIELA GUIO CASTILLO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,MAÑANA,NO APLICA,,SIN REVISAR,-3,EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759001835,JARDIN INFANTIL MANITAS CREATIVAS,KR 14 13 A 15,5.719474969,-72.93025072,3133350317,MARTHA CECILIA PUERTO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,PREESCOLAR,"MAÑANA,COMPLETA,TARDE",NO APLICA,,SIN REVISAR,-3,EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,esperanzaprofe1@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759001932,COLEGIO SANTA CATALINA,CRA 17 NO 3 - 32,5.710533981,-72.9380581,7714281,LOPEZ BAYONA MARIA ROSA,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,COMPLETA",NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,"DISCAPACIDAD INTELECTUAL,DISCAPACIDAD VISUAL BAJA VISIÓN IRREVERSIBLE,PARALISIS CEREBRAL,SORDERA PROFUNDA,DISCAPACIDAD MÚLTIPLE,SÍNDROME DE DOWN,DISCAPACIDAD VISUAL CEGUERA,HIPOACUSIA O BAJA AUDICIÓN",,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,universoinfantil@latinmail.com
SOGAMOSO,15759,SOGAMOSO,315759002262,COLEGIO SAN PABLO APOSTOL,KR 16 13 A 45,5.719634768,-72.93092505,724348,GLORIA LIZARAZO RONDON,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,colegiosanpabloapostol@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759001827,COLEGIO DE EDUCACIÓN BÁSICA BADEN POWELL,CL 13 A 16 38,5.719998668,-72.93064465,7702328,SONIA LUCÍA ACOSTA GALEANO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,,,NO APLICA,,SIN REVISAR,,,,,,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,badenpowell@latinmail.com
SOGAMOSO,15759,SOGAMOSO,315759002530,COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO,KR 11 12 29,5.715936476,-72.92788518,7734967,ANDERSON DE JESUS SALCEDO VALLE,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MAÑANA,FIN DE SEMANA",ACADÉMICO,"NO APLICA,ACADÉMICA",CONDICIONAL,"22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,OTRO,,,colegiosanmateosogboy@hotmail.com
SOGAMOSO,15759,SOGAMOSO,315759000898,COLEGIO COOPERATIVO DE TRABAJADORES DE ACERIAS PAZ DEL RIO,TV 8 2 105,5.71688051,-72.91677429,7706878,PEDRO PABLO CHAPARRO,INSTITUCION EDUCATIVA,NO OFICIAL,MIXTO,URBANA,,,ACADÉMICO,ACADÉMICA,SIN REVISAR,,,,,,1,CIERRE DEFINITIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,
SOGAMOSO,15759,SOGAMOSO,315759002122,COLEGIO  BASICO  PESTALOZZI,CL 6 8 96,5.708635258,-72.9300768,7728788,SENAIDA ZAMBRANO PATIÑO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA","MAÑANA,TARDE",NO APLICA,,SIN REVISAR,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,ANTIGUO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,senaidazambrano10@hotmail.comcom
SOGAMOSO,15759,SOGAMOSO,315759002637,INSTITUCION EDUCATIVA COLEGIO EMPRESARIAL DE BOYACA,KR 9 14 109,5.716632154,-72.92435427,7726842,DORA ROCIO CARVAJAL REYES,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","NOCTURNA,TARDE,FIN DE SEMANA",ACADÉMICO,ACADÉMICA,CONDICIONAL,"21,22,23,24,25,26",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,,r.carvajal@corpoune.edu.co
SOGAMOSO,15759,SOGAMOSO,315759002688,GIMNASIO MODERNO MONTESSORI,KR 10 A 27 26,5.728421472,-72.92027502,3112202376,NADIA TIBAVIJA MORENO,CENTRO EDUCATIVO,NO OFICIAL,MIXTO,URBANA,"PREESCOLAR,BÁSICA PRIMARIA",ÚNICA,,,REVISADA ACEPTADA,"-2,-1,0,1,2,3,4,5",EDUCACIÓN TRADICIONAL,,,,1,NUEVO-ACTIVO,PERSONA NATURAL,PERSONA NATURAL,NO APLICA,NO,A,,ESTRATO 3,licnatis@hotmail.com
